JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=794aefc210cbc5ec&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_794aefc210cbc5ec"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,1);"" onmousedown=""return rclk(this,jobmap[1],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Integration Developer"">
Integration <b>Developer</b></a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"They apply best practices in user experience, DevOps, web application architecture, solution design, scaling and testing. Write elegant robust production code.",R500 000 - R700 000 a year,https://www.indeed.co.za/rc/clk?jk=794aefc210cbc5ec&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=258cb7981198096c&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_258cb7981198096c"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,0);"" onmousedown=""return rclk(this,jobmap[2],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Java Developer"">
Senior Java <b>Developer</b></a>",Datafin IT Recruitment,"Johannesburg, Gauteng",30+ days ago,2020-11-10,A rapidly growing Software Specialist on Joburg seeks the expertise of a highly analytical & forward-thinking Senior Java Developer to join its team.,,https://www.indeed.co.za/rc/clk?jk=258cb7981198096c&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=558d1bf502b4d7f8&amp;fccid=e78d1a1c06467894&amp;vjs=3"" id=""jl_558d1bf502b4d7f8"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,1);"" onmousedown=""return rclk(this,jobmap[3],1);"" rel=""noopener nofollow"" target=""_blank"" title=""PHP Developer"">
PHP <b>Developer</b></a>",Mass Staffing Projects,"Pretoria, Gauteng",30+ days ago,2020-11-10,A dedicated PHP Developer is wanted to join a company based in Pretoria. The ideal candidate must be creative and enthusiastic about writing code.,R20 000 - R35 000 a month,https://www.indeed.co.za/rc/clk?jk=558d1bf502b4d7f8&fccid=e78d1a1c06467894&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=5663bd1fe90f6f1e&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_5663bd1fe90f6f1e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,0);"" onmousedown=""return rclk(this,jobmap[4],0);"" rel=""noopener nofollow"" target=""_blank"" title=""UI/UX Designer"">
UI/UX Designer</a>",Datafin IT Recruitment,"Johannesburg, Gauteng",12 days ago,2020-11-10,Understanding of software development processes and web technologies. You will require a portfolio of professional design projects that includes work with web…,,https://www.indeed.co.za/rc/clk?jk=5663bd1fe90f6f1e&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=7eda9ace42423881&amp;fccid=007e3b3a11ae22cc&amp;vjs=3"" id=""jl_7eda9ace42423881"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,0);"" onmousedown=""return rclk(this,jobmap[5],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Junior DevOps Engineer"">
Junior DevOps Engineer</a>",HumanValue,"Johannesburg, Gauteng",30+ days ago,2020-11-10,Setting up Nginx web servers. The platform is continuing to grow and requires a complement of talented and skilled developers to see to the maintenance of…,,https://www.indeed.co.za/rc/clk?jk=7eda9ace42423881&fccid=007e3b3a11ae22cc&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Maheesa/jobs/Senior-Java-Developer-59a3e9874d8f94ba?fccid=45c2a09d8e10430c&amp;vjs=3"" id=""jl_59a3e9874d8f94ba"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[6],true,1);"" onmousedown=""return rclk(this,jobmap[6],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Java Developer"">
Senior Java <b>Developer</b></a>",Emisha Systems,"Johannesburg, Gauteng",30+ days ago,2020-11-10,"It provides a service layer for different user channels ranging from web, rich clients and batch users integrating via JMS and web services.",R50 000 - R70 000 a month,https://www.indeed.co.za/company/Maheesa/jobs/Senior-Java-Developer-59a3e9874d8f94ba?fccid=45c2a09d8e10430c&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8b88a95b6bc8c64a&amp;fccid=38b86246d218910d&amp;vjs=3"" id=""jl_8b88a95b6bc8c64a"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[7],true,0);"" onmousedown=""return rclk(this,jobmap[7],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Front-End Software Engineer"">
Front-End Software Engineer</a>",Root,"Cape Town, Western Cape",30+ days ago,2020-11-10,"We help create a world-class developer customer experience. A solid understanding in core web and browser concepts (e.g., how the browser parses and constructs…",,https://www.indeed.co.za/rc/clk?jk=8b88a95b6bc8c64a&fccid=38b86246d218910d&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6517fac0b2a49411&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_6517fac0b2a49411"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,1);"" onmousedown=""return rclk(this,jobmap[8],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Mid PHP Developer"">
Mid PHP <b>Developer</b></a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Knowledge of web application security. Learn how to teach, up-skill and develop junior developers when need arises. Beneficial to the team and the business.",R20 000 - R30 000 a month,https://www.indeed.co.za/rc/clk?jk=6517fac0b2a49411&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=509965945f05aa60&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_509965945f05aa60"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[9],true,0);"" onmousedown=""return rclk(this,jobmap[9],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Front End Developer"">
Senior Front End <b>Developer</b></a>",Datafin IT Recruitment,"Cape Town, Western Cape",12 days ago,2020-11-10,"Responsive/adaptive development for web and mobile experience. You will require 5+ years Front End experience, advanced CSS/SASS, Grunt/Gulp, NPM/Bower, HTML,…",,https://www.indeed.co.za/rc/clk?jk=509965945f05aa60&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6d08757dac0babf0&amp;fccid=870fb045fc650979&amp;vjs=3"" id=""jl_6d08757dac0babf0"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,1);"" onmousedown=""return rclk(this,jobmap[10],1);"" rel=""noopener nofollow"" target=""_blank"" title=""iOS Developer"">
iOS <b>Developer</b></a>",Network Recruitment (South Africa),"Johannesburg North, Gauteng",23 days ago,2020-11-10,Understanding of other web technologies and UI/UX standards. One of South Africa’s top software development and testing companies is looking for an iOS…,R360 000 - R480 000 a year,https://www.indeed.co.za/rc/clk?jk=6d08757dac0babf0&fccid=870fb045fc650979&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=7a77deb650aec83b&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_7a77deb650aec83b"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Technical Lead JHB"">
Technical Lead JHB</a>",Datafin IT Recruitment,"Johannesburg, Gauteng",30+ days ago,2020-11-10,"Lead a team of developers. Experience leading other software developers. As a team, the best practices are applied in user experience, DevOps, web application…",,https://www.indeed.co.za/rc/clk?jk=7a77deb650aec83b&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=3b3d91d0a308c5be&amp;fccid=399f716a0307ef50&amp;vjs=3"" id=""jl_3b3d91d0a308c5be"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,1);"" onmousedown=""return rclk(this,jobmap[12],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Java Developer"">
Java <b>Developer</b></a>",Communicate Recruitment,"Johannesburg North, Gauteng",14 days ago,2020-11-10,Bachelor degree in related field or comparable experience in the web development required. An exciting opportunity with one South Africa's leading banks Is…,R650 000 - R750 000 a year,https://www.indeed.co.za/rc/clk?jk=3b3d91d0a308c5be&fccid=399f716a0307ef50&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=6815c3c37e192581&amp;fccid=870fb045fc650979&amp;vjs=3"" id=""jl_6815c3c37e192581"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,1);"" onmousedown=""return rclk(this,jobmap[13],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior SalesForce Developer"">
Senior SalesForce <b>Developer</b></a>",Network Recruitment (South Africa),"Johannesburg North, Gauteng",29 days ago,2020-11-10,Serve as the point person to all web related initiatives while coordinating between the design and development teams to efficiently complete Salesforce projects…,R720 - R900 a week,https://www.indeed.co.za/rc/clk?jk=6815c3c37e192581&fccid=870fb045fc650979&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=ebdb0b93b0978bed&amp;fccid=fe2d21eef233e94a&amp;vjs=3"" id=""jl_ebdb0b93b0978bed"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Cloud Support Engineer - Deployment"">
Cloud Support Engineer - Deployment</a>",Amazon Dev Centre South Africa,"Cape Town, Western Cape",7 days ago,2020-11-10,"Write tutorials, how-to videos, and other technical articles for the developer community. On a typical day, a Support Engineer will be primarily responsible for…",,https://www.indeed.co.za/rc/clk?jk=ebdb0b93b0978bed&fccid=fe2d21eef233e94a&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2e7068ccf24aaa99&amp;fccid=870fb045fc650979&amp;vjs=3"" id=""jl_2e7068ccf24aaa99"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,0);"" onmousedown=""return rclk(this,jobmap[0],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Java Developer"">
Java <b>Developer</b></a>",Network Recruitment (South Africa),"Johannesburg North, Gauteng",7 days ago,2020-11-10,Demonstrable experience building modern web applications utilising one of the following: We are looking for passionate Java Developers to develop and install…,,https://www.indeed.co.za/rc/clk?jk=2e7068ccf24aaa99&fccid=870fb045fc650979&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2e4f7976d49a9308&amp;fccid=f2b33e00a6c57de9&amp;vjs=3"" id=""jl_2e4f7976d49a9308"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,0);"" onmousedown=""return rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Developer"">
Senior Software <b>Developer</b></a>",RecruiTech,South Africa,27 days ago,2020-11-10,Our client is looking for someone who is willing to learn new technologies and who is passionate about development. Experience within an Agile environment.,,https://www.indeed.co.za/rc/clk?jk=2e4f7976d49a9308&fccid=f2b33e00a6c57de9&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=218973ed0c670398&amp;fccid=955e3f832240d2cc&amp;vjs=3"" id=""jl_218973ed0c670398"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[2],true,0);"" onmousedown=""return rclk(this,jobmap[2],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Quality Assurance Analyst"">
Quality Assurance Analyst</a>",Confluence Technologies Inc.,"Mowbray, Western Cape 7700",30+ days ago,2020-11-10,Track bugs in a CRM database and own their resolution by coordinating with developers and retesting any fixes supplied. Test “Web 2.0” type software products.,,https://www.indeed.co.za/rc/clk?jk=218973ed0c670398&fccid=955e3f832240d2cc&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Nambiti-Technologies/jobs/Bi-Developer-06f7b3e2ef31130a?fccid=cbb2b0ca1f03a69c&amp;vjs=3"" id=""jl_06f7b3e2ef31130a"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[3],true,0);"" onmousedown=""return rclk(this,jobmap[3],0);"" rel=""noopener nofollow"" target=""_blank"" title=""BI Developer (12 months contract renewable)"">
BI <b>Developer</b> (12 months contract renewable)</a>",Nambiti Technologies,"Cape Town, Western Cape",13 days ago,2020-11-10,4-5 years BI ETL development experience of a variety of BI applications for web and desktop. Experience with OLAP and Enterprise Reporting tools/systems like…,,https://www.indeed.co.za/company/Nambiti-Technologies/jobs/Bi-Developer-06f7b3e2ef31130a?fccid=cbb2b0ca1f03a69c&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=19578474de4ce748&amp;fccid=77748257c144323d&amp;vjs=3"" id=""jl_19578474de4ce748"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[4],true,0);"" onmousedown=""return rclk(this,jobmap[4],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Intermediate IOS Developer"">
Intermediate IOS <b>Developer</b></a>",e-Merge IT Recruitment,"Bryanston, Gauteng",12 days ago,2020-11-10,Do you have a friend who is a developer or technology specialist? We offer our candidates options so that we can successfully place the right developers with…,,https://www.indeed.co.za/rc/clk?jk=19578474de4ce748&fccid=77748257c144323d&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/company/Tipp-Focus-Holdings/jobs/Senior-Java-Developer-49f3c322a0f7de4e?fccid=413b82f524a5f35f&amp;vjs=3"" id=""jl_49f3c322a0f7de4e"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[5],true,1);"" onmousedown=""return rclk(this,jobmap[5],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Sr. Java Developer"">
Sr. Java <b>Developer</b></a>",Tipp Focus Holdings,"Somerset West, Western Cape",27 days ago,2020-11-10,2-3 years relevant experience as a senior back-end developer in a multi-tiered Java application development. Support existing and develop new functionality and…,R70 000 - R80 000 a month,https://www.indeed.co.za/company/Tipp-Focus-Holdings/jobs/Senior-Java-Developer-49f3c322a0f7de4e?fccid=413b82f524a5f35f&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=c53df605fc21abdf&amp;fccid=75a0f2fa8edee047&amp;vjs=3"" id=""jl_c53df605fc21abdf"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[6],true,0);"" onmousedown=""return rclk(this,jobmap[6],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Solutions Architect"">
Solutions Architect</a>",Pepkor IT,"Bellville, Western Cape",26 days ago,2020-11-10,"Knowledge of various frontend web development languages like JavaScript, HTML and CSS. Ability to work with developers in an in-and-out outsourced environment.",,https://www.indeed.co.za/rc/clk?jk=c53df605fc21abdf&fccid=75a0f2fa8edee047&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yPFVWPooHytVrZoF7lWFQNGLDr0YiV1PnXreXo6nCU31B5h4rHoieqssxaTHUOz0mo1NbHs_e4MJE1akT2BtkietW9WBm5dNcSzgiS3ne_SV2gQ6OPOFcSksCuBSHs1lj9B7izlB16DVeE_Dw68ZNh2mDvW4FTuSY8qDKWWqSE1lQ0HWQsyX1S9x2MiGRw16o8QbOCimG2jdSwyIvJgDRy65CFXp4USN6gRNE3JdmcExCBNf-eXOuwg7IljiKGK0XSCIsfYr4RQyc93IclGfkF3yOl9OLDw2EgSqp75pY0AyRvv04Jmn0464coRYE7GAQ97dbzvSHvf9sSki5YG9aunMw-eViisnJnQyFiKPAOeQl89vAIYH5XIBUPolVuk7N-HFLQQvGeyw5WUkZ6pRH7Ysbfww0IOYViZt0gd8xjWa1SBXo-CVviVcYyUNOxGeE-sy5qpQtKn38w3oXfM9UqpF00a0i3j-TRaHLRtKHNKwfTQLXuOGM4KQ_LLoVOZvZrs877od3BF_WS9NSOSLzwx4TQ-70K6Of0s_VunfsIYQStonSuzwlE_bG0NIoOHVds=&amp;p=7&amp;fvj=0&amp;vjs=3"" id=""sja7"" onclick=""setRefineByCookie([]); sjoc('sja7', 1); convCtr('SJ'); rclk(this,jobmap[7],true,1);"" onmousedown=""sjomd('sja7'); clk('sja7'); rclk(this,jobmap[7],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Java Software Developer"">
Java Software <b>Developer</b></a>",NETWORK IT BRUMA,"Johannesburg, Gauteng",24 days ago,2020-11-10,Understanding of Linux OS and associated web server technologies (Apache). An innovative and game player in the telecoms industry is looking for a Java Software…,R55 000 a month,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3ClV-ZEU6hPLN3ZTk2NSB-yPFVWPooHytVrZoF7lWFQNGLDr0YiV1PnXreXo6nCU31B5h4rHoieqssxaTHUOz0mo1NbHs_e4MJE1akT2BtkietW9WBm5dNcSzgiS3ne_SV2gQ6OPOFcSksCuBSHs1lj9B7izlB16DVeE_Dw68ZNh2mDvW4FTuSY8qDKWWqSE1lQ0HWQsyX1S9x2MiGRw16o8QbOCimG2jdSwyIvJgDRy65CFXp4USN6gRNE3JdmcExCBNf-eXOuwg7IljiKGK0XSCIsfYr4RQyc93IclGfkF3yOl9OLDw2EgSqp75pY0AyRvv04Jmn0464coRYE7GAQ97dbzvSHvf9sSki5YG9aunMw-eViisnJnQyFiKPAOeQl89vAIYH5XIBUPolVuk7N-HFLQQvGeyw5WUkZ6pRH7Ysbfww0IOYViZt0gd8xjWa1SBXo-CVviVcYyUNOxGeE-sy5qpQtKn38w3oXfM9UqpF00a0i3j-TRaHLRtKHNKwfTQLXuOGM4KQ_LLoVOZvZrs877od3BF_WS9NSOSLzwx4TQ-70K6Of0s_VunfsIYQStonSuzwlE_bG0NIoOHVds=&p=7&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=884ba6ac8001a6ab&amp;fccid=04ef5c936434fce3&amp;vjs=3"" id=""jl_884ba6ac8001a6ab"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[8],true,0);"" onmousedown=""return rclk(this,jobmap[8],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Backend Engineer (Node.js)"">
Senior Backend Engineer (Node.js)</a>",VALR,Home Based,30+ days ago,2020-11-10,"VALR is looking for experienced backend developers with a focus on blockchain and/or security, to join our Engineering Team to help us continue to deliver the…",,https://www.indeed.co.za/rc/clk?jk=884ba6ac8001a6ab&fccid=04ef5c936434fce3&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/pagead/clk?mo=r&amp;ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3CuqVsuQEpS16MCx_Qe2IiX78A6JmFsQ3-pfNTocV7O1DjtTI-f2UkS75Y7iifWjvrKUnTsxj53VlIV91K7KIW2r4g6Rx1MSXjFQypxoB3LsdJvdpfx1Od0xPsMVi4E_pGGYqO7VxejnC6vk_P3St4BC8mlcmD5qVjGhC9FWu-HTCDP_f_7ldtkifXZ_r1W2TBk8bPCEspzwURq4Gpq_vou-cpVNKoHqFuvWbZdpLcnP9nvOENyx8vYA-EHSCpJFWD_WKd7_HGVpkYMalSiQt7AWZFxlQZKQ-URdX12eRidRE57uKVG6fr5mqHoKVJFsIsztoxY4PQzxwxVGN-pptge2v_gJkNPvhK6D-LTSI8ig0dWx_5S47ers8GFnxuwV2JA5z6xos9hyVkKTHk9v2DnTXpIpNrXUbELFOvnVr2j1METmtlEMcCJ-eaUDvE3gpiKiwkUQ-yLtCOlgTm9j6Dn3-KzA3cZfzCXUuPTMo8EjRyHzSIrJmuIfR7Nf4G6kHz_wv8vjLx81mVUhJ1buozbd0nDAi9r2agnYqNqubrQFBOivFokljf5WRZmcTF_h_6lADq1BWR_G-ib2y6jhr42I=&amp;p=9&amp;fvj=0&amp;vjs=3"" id=""sja9"" onclick=""setRefineByCookie([]); sjoc('sja9', 1); convCtr('SJ'); rclk(this,jobmap[9],true,1);"" onmousedown=""sjomd('sja9'); clk('sja9'); rclk(this,jobmap[9],1);"" rel=""noopener nofollow"" target=""_blank"" title=""DevOps Engineer"">
DevOps Engineer</a>",NETWORK IT BRUMA,"Durban, KwaZulu-Natal",3 days ago,2020-11-10,"Minimum 3 years experience working as a developer and/or DevOps Engineer. NET, Windows Server, PowerShell and web-based systems.",R700 000 a year,https://www.indeed.co.za/pagead/clk?mo=r&ad=-6NYlbfkN0DILA0elFxdc3woxoPBe730s6O1lxWncF7fpmdgAqn3CuqVsuQEpS16MCx_Qe2IiX78A6JmFsQ3-pfNTocV7O1DjtTI-f2UkS75Y7iifWjvrKUnTsxj53VlIV91K7KIW2r4g6Rx1MSXjFQypxoB3LsdJvdpfx1Od0xPsMVi4E_pGGYqO7VxejnC6vk_P3St4BC8mlcmD5qVjGhC9FWu-HTCDP_f_7ldtkifXZ_r1W2TBk8bPCEspzwURq4Gpq_vou-cpVNKoHqFuvWbZdpLcnP9nvOENyx8vYA-EHSCpJFWD_WKd7_HGVpkYMalSiQt7AWZFxlQZKQ-URdX12eRidRE57uKVG6fr5mqHoKVJFsIsztoxY4PQzxwxVGN-pptge2v_gJkNPvhK6D-LTSI8ig0dWx_5S47ers8GFnxuwV2JA5z6xos9hyVkKTHk9v2DnTXpIpNrXUbELFOvnVr2j1METmtlEMcCJ-eaUDvE3gpiKiwkUQ-yLtCOlgTm9j6Dn3-KzA3cZfzCXUuPTMo8EjRyHzSIrJmuIfR7Nf4G6kHz_wv8vjLx81mVUhJ1buozbd0nDAi9r2agnYqNqubrQFBOivFokljf5WRZmcTF_h_6lADq1BWR_G-ib2y6jhr42I=&p=9&fvj=0&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=4fe01cacaae4d970&amp;fccid=5a91088b760d1887&amp;vjs=3"" id=""jl_4fe01cacaae4d970"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[10],true,0);"" onmousedown=""return rclk(this,jobmap[10],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Intermediate Software Developer (C#, JavaScript) (Durban) (HLR7300)"">
Intermediate Software <b>Developer</b> (C#, JavaScript) (Durban) (H...</a>",Helen Lucre Resourcing Pty Ltd,"Durban, KwaZulu-Natal",6 days ago,2020-11-10,"Our client has a need for a talented C# Developer with solid web development skills. Minimum of 3 years web development experience using C#, JavaScript, HTML5…",,https://www.indeed.co.za/rc/clk?jk=4fe01cacaae4d970&fccid=5a91088b760d1887&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=d1ee6b763f32bc45&amp;fccid=be9f2073e13da95c&amp;vjs=3"" id=""jl_d1ee6b763f32bc45"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[11],true,0);"" onmousedown=""return rclk(this,jobmap[11],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Intermediate Software Developer - C#/.Net"">
Intermediate Software <b>Developer</b> - C#/.Net</a>",Saratoga,"Southern Suburbs, Western Cape",30+ days ago,2020-11-10,We’re looking for a skilled software developer to join our team of technology experts. The developer will work independently and as part of a team in an Agile…,,https://www.indeed.co.za/rc/clk?jk=d1ee6b763f32bc45&fccid=be9f2073e13da95c&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=ce2121d0b53ed0a8&amp;fccid=99acabe75a71948b&amp;vjs=3"" id=""jl_ce2121d0b53ed0a8"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[12],true,0);"" onmousedown=""return rclk(this,jobmap[12],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Engineer"">
Senior Software Engineer</a>",HyperionDev,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Coach and mentor junior developers on the team. Minimum 2 years of experience as a software developer. Join the heart of tech in Africa, the US, and Europe: You…",,https://www.indeed.co.za/rc/clk?jk=ce2121d0b53ed0a8&fccid=99acabe75a71948b&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=2953cec9cc04e672&amp;fccid=26d01f64c124ba71&amp;vjs=3"" id=""jl_2953cec9cc04e672"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[13],true,0);"" onmousedown=""return rclk(this,jobmap[13],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Back End Developer"">
Back End <b>Developer</b></a>",Datafin IT Recruitment,"Cape Town, Western Cape",30+ days ago,2020-11-10,A leading technology expert that specializes in mobile and web software is looking to employ a Back-End Developer (Ruby on Rails) for both their Cape Town…,,https://www.indeed.co.za/rc/clk?jk=2953cec9cc04e672&fccid=26d01f64c124ba71&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=8b2a5efb23c8f3b3&amp;fccid=41e824c03394b801&amp;vjs=3"" id=""jl_8b2a5efb23c8f3b3"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[14],true,0);"" onmousedown=""return rclk(this,jobmap[14],0);"" rel=""noopener nofollow"" target=""_blank"" title="".NET Core Developer(Mid-Senior)"">
.NET Core <b>Developer</b>(Mid-Senior)</a>",Media24,"Cape Town, Western Cape",30+ days ago,2020-11-10,"Previous experience on scalable web sites with high traffic load. Team of developers and designers, as well as working closely with product owners to deliver…",,https://www.indeed.co.za/rc/clk?jk=8b2a5efb23c8f3b3&fccid=41e824c03394b801&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=4f1acdfe7ac7d937&amp;fccid=1bbd46589c8eeece&amp;vjs=3"" id=""jl_4f1acdfe7ac7d937"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[0],true,1);"" onmousedown=""return rclk(this,jobmap[0],1);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior C# Developer - Financial Services firm"">
Senior C# <b>Developer</b> - Financial Services firm</a>",PageExecutive,"Sandton, Gauteng",30+ days ago,2020-11-10,(Beneficial) - experience in web technologies such as angular. My client is a JSE-listed financial services company. Senior C# Developer with strong .,R750 000 - R900 000 a year,https://www.indeed.co.za/rc/clk?jk=4f1acdfe7ac7d937&fccid=1bbd46589c8eeece&vjs=3
"<a class=""jobtitle turnstileLink"" data-tn-element=""jobTitle"" href=""/rc/clk?jk=aeb31675ec853c83&amp;fccid=a99decac7adb70d6&amp;vjs=3"" id=""jl_aeb31675ec853c83"" onclick=""setRefineByCookie([]); return rclk(this,jobmap[1],true,0);"" onmousedown=""return rclk(this,jobmap[1],0);"" rel=""noopener nofollow"" target=""_blank"" title=""Senior Software Developer"">
Senior Software <b>Developer</b></a>",Headhunters,"Port Elizabeth, Eastern Cape",Today,2020-11-10,Collaboration with developers from other teams to implement the best solutions possible. The primary purpose of this role is to be a great developer.,,https://www.indeed.co.za/rc/clk?jk=aeb31675ec853c83&fccid=a99decac7adb70d6&vjs=3
